gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,associate's degree,free/reduced,none,55,67,64
female,group C,high school,free/reduced,completed,27,44,41
male,group E,high school,free/reduced,none,84,83,75
male,group D,bachelor's degree,standard,completed,83,83,80
female,group C,bachelor's degree,free/reduced,none,58,69,69
female,group C,some college,free/reduced,none,34,45,45
male,group D,master's degree,standard,none,100,90,86
female,group B,some high school,standard,none,63,68,71
female,group C,some college,standard,completed,75,81,91
female,group B,bachelor's degree,standard,none,61,72,75
male,group D,high school,free/reduced,completed,78,71,73
male,group C,master's degree,standard,completed,97,83,90
female,group D,some college,free/reduced,none,44,59,57
male,group C,some college,standard,none,78,69,66
male,group C,some high school,standard,completed,78,76,74
female,group D,bachelor's degree,free/reduced,none,47,50,53
male,group B,high school,standard,completed,69,67,65
male,group A,associate's degree,free/reduced,completed,65,75,76
male,group B,associate's degree,standard,none,66,65,67
female,group B,high school,standard,none,66,67,70
male,group E,associate's degree,free/reduced,completed,67,71,66
male,group E,some college,free/reduced,none,77,75,64
female,group B,associate's degree,free/reduced,completed,67,76,78
male,group D,some college,standard,none,76,69,74
male,group B,high school,free/reduced,completed,47,52,51
female,group D,some high school,free/reduced,none,51,59,61
male,group A,some high school,free/reduced,none,45,43,37
male,group A,master's degree,free/reduced,none,73,77,71
male,group E,bachelor's degree,standard,none,78,68,67
female,group C,some high school,standard,none,51,53,54
female,group D,some college,free/reduced,none,71,77,73
female,group D,associate's degree,free/reduced,none,66,73,73
female,group C,some high school,standard,none,73,81,78
male,group C,bachelor's degree,free/reduced,completed,38,52,50
female,group B,some high school,free/reduced,none,57,70,64
female,group D,some college,standard,none,80,85,82
female,group E,some college,free/reduced,none,53,60,61
female,group E,associate's degree,free/reduced,completed,67,86,84
female,group B,some college,standard,none,49,51,57
female,group D,associate's degree,standard,none,46,57,59
female,group C,associate's degree,standard,none,52,54,60
female,group D,associate's degree,free/reduced,none,72,88,86
female,group C,associate's degree,standard,none,63,80,75
female,group B,some college,free/reduced,completed,39,56,57
female,group B,some high school,standard,none,67,74,70
female,group A,associate's degree,standard,none,59,65,63
male,group E,some high school,standard,none,83,65,67
female,group D,some college,standard,none,85,88,87
male,group E,high school,standard,none,90,76,65
female,group C,some college,standard,completed,65,70,81
male,group D,some college,free/reduced,completed,71,74,76
male,group C,high school,free/reduced,none,41,47,40
female,group D,high school,standard,completed,47,58,57
female,group E,some college,free/reduced,none,69,86,75
male,group D,some college,standard,none,70,62,57
male,group C,some college,standard,none,48,40,40
male,group C,associate's degree,standard,none,78,64,63
male,group C,some college,free/reduced,none,62,65,66
female,group E,some college,standard,none,41,47,48
male,group C,some high school,free/reduced,none,56,52,47
female,group E,some college,standard,completed,75,79,81
female,group C,high school,standard,completed,52,71,68
male,group C,high school,standard,completed,96,98,92
female,group D,some high school,standard,completed,68,86,86
female,group C,some college,standard,completed,88,98,100
male,group C,high school,free/reduced,none,74,66,59
male,group D,high school,standard,none,81,59,67
male,group E,some college,standard,none,62,58,48
male,group D,some high school,standard,completed,88,80,82
female,group E,some high school,standard,none,62,60,60
female,group B,associate's degree,standard,none,78,91,87
male,group D,associate's degree,free/reduced,completed,68,71,74
male,group C,some college,standard,none,83,82,75
female,group C,some college,standard,completed,53,64,66
female,group C,some college,standard,none,72,87,79
female,group E,some college,standard,none,76,84,78
female,group C,some college,standard,none,64,73,72
female,group C,some college,standard,none,72,76,75
male,group B,high school,standard,completed,89,90,88
female,group C,some college,standard,completed,86,91,91
female,group E,bachelor's degree,standard,completed,100,100,100
female,group C,high school,standard,completed,77,86,80
male,group E,some college,standard,completed,91,86,87
female,group E,high school,free/reduced,none,42,48,49
male,group C,some college,free/reduced,completed,56,62,68
male,group C,some college,standard,completed,74,74,72
male,group B,master's degree,free/reduced,none,77,74,75
female,group C,some college,standard,none,46,62,54
female,group E,some college,standard,none,91,94,91
female,group D,some college,free/reduced,none,46,64,61
male,group C,high school,standard,completed,96,88,88
female,group C,some high school,standard,none,62,63,62
male,group B,some high school,standard,none,72,67,62
male,group D,associate's degree,standard,none,96,93,89
male,group D,some high school,free/reduced,none,77,69,69
female,group D,some high school,standard,none,51,64,64
male,group E,some college,free/reduced,completed,76,68,66
female,group B,some college,standard,completed,62,73,79
male,group D,some high school,standard,none,76,69,64
male,group B,master's degree,standard,none,83,70,73
male,group C,high school,standard,none,74,72,71
female,group C,associate's degree,free/reduced,none,53,57,56
male,group E,bachelor's degree,standard,none,80,71,70
male,group D,associate's degree,free/reduced,none,58,55,56
male,group D,high school,free/reduced,completed,54,54,48
female,group D,some high school,free/reduced,none,38,55,55
female,group E,master's degree,standard,completed,63,80,81
female,group C,some college,standard,none,75,81,78
female,group A,high school,standard,none,69,76,81
male,group B,bachelor's degree,standard,none,84,91,88
male,group C,bachelor's degree,standard,none,69,65,62
male,group E,master's degree,free/reduced,none,62,56,56
female,group C,bachelor's degree,standard,none,83,98,92
male,group A,bachelor's degree,free/reduced,none,39,39,35
female,group E,some high school,standard,none,89,88,88
female,group D,high school,standard,completed,82,94,100
female,group B,high school,standard,completed,46,69,66
female,group E,some high school,standard,completed,72,83,79
male,group C,some college,free/reduced,none,42,55,45
male,group A,high school,free/reduced,none,67,74,64
female,group D,master's degree,free/reduced,none,58,54,56
female,group D,some college,free/reduced,none,38,55,51
male,group D,bachelor's degree,free/reduced,completed,77,67,72
female,group E,associate's degree,standard,none,78,79,81
male,group B,associate's degree,standard,completed,80,83,82
male,group B,bachelor's degree,standard,none,94,87,85
male,group A,some college,standard,completed,71,74,75
male,group E,associate's degree,standard,completed,67,61,60
female,group A,associate's degree,standard,none,46,65,62
female,group D,some college,standard,completed,82,91,97
male,group E,associate's degree,free/reduced,completed,87,88,80
male,group C,associate's degree,standard,completed,53,56,57
male,group D,some high school,standard,none,54,43,46
male,group E,associate's degree,standard,completed,86,77,81
male,group D,some college,standard,completed,77,84,84
female,group D,some college,free/reduced,completed,57,64,65
male,group E,some college,standard,none,81,68,67
male,group A,some high school,standard,completed,83,78,75
female,group C,some college,standard,none,60,63,65
male,group D,high school,standard,none,69,64,60
male,group C,high school,free/reduced,none,74,75,62
female,group B,some college,free/reduced,completed,50,63,62
female,group C,high school,standard,completed,88,96,98
female,group D,bachelor's degree,standard,completed,77,82,88
male,group C,high school,standard,none,63,61,54
female,group C,some high school,standard,none,80,89,86
female,group C,bachelor's degree,free/reduced,none,44,58,56
male,group C,some college,free/reduced,completed,81,68,74
male,group C,some college,free/reduced,completed,44,50,45
female,group C,associate's degree,standard,none,55,64,62
male,group D,some college,free/reduced,completed,56,62,66
male,group E,associate's degree,standard,none,100,93,92
female,group C,high school,free/reduced,none,53,57,57
male,group D,associate's degree,standard,completed,69,70,68
male,group D,associate's degree,standard,completed,66,63,63
female,group D,some high school,standard,completed,83,89,95
female,group C,high school,free/reduced,completed,39,52,56
male,group B,some college,free/reduced,none,68,73,63
female,group C,high school,free/reduced,none,23,47,34
female,group B,bachelor's degree,standard,completed,61,65,79
female,group B,master's degree,standard,completed,72,72,73
male,group D,high school,standard,none,76,69,66
male,group B,some high school,standard,completed,50,55,51
male,group B,high school,free/reduced,none,37,39,28
male,group D,some college,standard,none,66,57,57
female,group E,bachelor's degree,free/reduced,none,85,84,86
female,group D,some high school,standard,completed,57,73,77
female,group B,some college,standard,none,48,53,57
